loan_identifier,debt_to_income_dti,borrower_credit_scoreat_origination
6.26E+11,12,801
6.26E+11,20,796
6.26E+11,15,776
6.26E+11,20,802
6.26E+11,9,755
6.26E+11,12,803
6.27E+11,17,814
6.27E+11,14,798
6.27E+11,20,813
6.27E+11,15,755
6.27E+11,10,794
6.28E+11,12,804
6.28E+11,10,787
6.28E+11,15,759
6.28E+11,19,787
6.28E+11,17,810
6.28E+11,9,756
6.29E+11,17,771
6.29E+11,14,754
6.29E+11,10,771
6.29E+11,20,773
6.29E+11,18,788
6.30E+11,5,764
6.30E+11,14,787
6.30E+11,11,802
6.30E+11,15,798
6.30E+11,13,764
6.31E+11,18,753
6.31E+11,20,805
6.31E+11,16,808
6.31E+11,10,797
6.31E+11,18,810
6.31E+11,17,782
6.31E+11,17,782
6.31E+11,10,794
6.31E+11,19,769
6.31E+11,13,805
6.31E+11,19,767
6.31E+11,13,801
6.32E+11,15,797
6.32E+11,16,805
6.32E+11,19,793
6.32E+11,8,760
6.32E+11,20,773
6.32E+11,16,795
6.33E+11,16,821
6.33E+11,14,802
6.33E+11,18,803
6.33E+11,18,801
6.33E+11,20,782
6.33E+11,18,782
6.33E+11,5,750
6.33E+11,14,805
6.33E+11,12,807
6.33E+11,6,766
6.33E+11,14,805
6.34E+11,14,805
6.34E+11,17,770
6.35E+11,17,765
6.35E+11,13,800
6.35E+11,15,793
6.35E+11,3,796
6.35E+11,20,760
6.35E+11,14,764
6.35E+11,16,791
6.35E+11,19,801
6.36E+11,15,783
6.36E+11,15,760
6.36E+11,16,783
6.36E+11,9,809
6.36E+11,10,751
6.36E+11,17,800
6.37E+11,17,779
6.37E+11,20,766
6.37E+11,19,781
6.37E+11,20,765
6.38E+11,12,757
6.38E+11,19,815
6.38E+11,11,794
6.38E+11,15,792
6.38E+11,13,784
6.38E+11,14,793
6.38E+11,14,796
6.38E+11,20,783
6.38E+11,18,764
6.38E+11,15,791
6.39E+11,20,762
6.39E+11,14,782
6.39E+11,18,781
6.40E+11,18,812
6.40E+11,15,796
6.40E+11,7,751
6.40E+11,16,766
6.40E+11,18,766
6.40E+11,11,788
6.41E+11,13,780
6.41E+11,18,809
6.41E+11,18,796
6.41E+11,15,797
6.41E+11,11,753
6.41E+11,19,799
6.41E+11,20,778
6.41E+11,20,773
6.41E+11,12,758
6.41E+11,19,782
6.41E+11,17,808
6.41E+11,14,759
6.41E+11,20,799
6.42E+11,8,766
6.42E+11,15,781
6.42E+11,20,805
6.42E+11,20,795
6.42E+11,13,816
6.43E+11,18,798
6.43E+11,15,789
6.43E+11,14,809
6.43E+11,16,775
6.43E+11,10,810
6.43E+11,17,814
6.43E+11,17,752
6.44E+11,14,774
6.44E+11,20,798
6.44E+11,10,794
6.44E+11,20,791
6.44E+11,18,753
6.44E+11,17,796
6.45E+11,12,802
6.45E+11,20,791
6.45E+11,16,782
6.45E+11,9,783
6.45E+11,11,751
6.45E+11,11,791
6.46E+11,8,786
6.46E+11,16,796
6.46E+11,16,793
6.46E+11,14,768
6.46E+11,20,781
6.46E+11,12,777
6.46E+11,16,766
6.47E+11,19,791
6.47E+11,20,769
6.47E+11,16,798
6.47E+11,14,795
6.47E+11,13,785
6.47E+11,14,759
6.47E+11,19,803
6.47E+11,13,785
6.48E+11,20,814
6.48E+11,12,772
6.48E+11,17,784
6.48E+11,19,796
6.48E+11,16,754
6.48E+11,20,795
6.48E+11,19,781
6.48E+11,18,820
6.48E+11,14,798
6.48E+11,14,811
6.48E+11,13,804
6.48E+11,14,779
6.48E+11,12,790
6.48E+11,19,786
6.48E+11,16,806
6.49E+11,10,788
6.49E+11,20,782
6.49E+11,10,804
6.49E+11,20,796
6.49E+11,8,755
6.50E+11,7,792
6.50E+11,17,793
6.50E+11,19,801
6.50E+11,17,816
6.50E+11,12,788
6.51E+11,13,797
6.51E+11,16,753
6.51E+11,16,791
6.51E+11,15,799
6.51E+11,19,770
6.51E+11,18,778
6.51E+11,4,778
6.51E+11,18,791
6.52E+11,14,764
6.52E+11,8,798
6.52E+11,17,808
6.52E+11,13,789
6.52E+11,17,795
6.52E+11,20,793
6.52E+11,9,773
6.52E+11,15,809
6.53E+11,14,793
6.53E+11,14,764
6.53E+11,20,808
6.53E+11,10,801
6.53E+11,18,797
6.53E+11,13,802
6.53E+11,19,790
6.53E+11,17,759
6.53E+11,10,752
6.54E+11,11,813
6.54E+11,13,776
6.54E+11,17,780
6.54E+11,10,764
6.54E+11,12,797
6.54E+11,19,810
6.54E+11,16,787
6.55E+11,17,792
6.55E+11,19,766
6.55E+11,18,781
6.55E+11,18,770
6.55E+11,11,776
6.56E+11,16,801
6.56E+11,19,783
6.56E+11,13,813
6.56E+11,15,803
6.56E+11,20,796
6.56E+11,20,760
6.56E+11,18,782
6.57E+11,13,789
6.57E+11,17,806
6.57E+11,19,806
6.57E+11,18,789
6.57E+11,15,798
6.57E+11,7,755
6.57E+11,11,793
6.57E+11,12,785
6.57E+11,20,788
6.57E+11,19,750
6.58E+11,19,770
6.58E+11,12,761
6.58E+11,7,791
6.58E+11,6,777
6.58E+11,8,815
6.58E+11,19,808
6.58E+11,9,784
6.58E+11,14,760
6.58E+11,13,787
6.58E+11,19,782
6.59E+11,13,773
6.59E+11,20,778
6.59E+11,7,757
6.59E+11,10,756
6.59E+11,19,791
6.59E+11,18,751
6.59E+11,19,798
6.59E+11,15,772
6.59E+11,7,807
6.59E+11,8,791
6.60E+11,20,810
6.60E+11,19,784
6.60E+11,5,766
6.60E+11,17,775
6.60E+11,19,806
6.60E+11,13,765
6.60E+11,18,779
6.60E+11,19,811
6.60E+11,12,796
6.60E+11,18,776
6.60E+11,20,759
6.61E+11,18,797
6.61E+11,6,751
6.61E+11,16,772
6.61E+11,18,770
6.61E+11,15,777
6.61E+11,20,801
6.62E+11,19,758
6.62E+11,13,781
6.62E+11,9,799
6.62E+11,13,804
6.62E+11,6,759
6.62E+11,17,791
6.62E+11,20,788
6.62E+11,14,786
6.62E+11,18,788
6.63E+11,19,770
6.63E+11,20,803
6.63E+11,20,813
6.63E+11,18,778
6.63E+11,15,802
6.63E+11,19,775
6.64E+11,15,791
6.64E+11,19,767
6.64E+11,18,790
6.64E+11,16,801
6.64E+11,19,750
6.64E+11,9,762
6.65E+11,18,800
6.65E+11,19,779
6.65E+11,19,783
6.65E+11,6,798
6.65E+11,20,782
6.65E+11,16,817
6.65E+11,7,761
6.65E+11,19,761
6.66E+11,17,784
6.67E+11,13,764
6.67E+11,17,810
6.67E+11,20,779
6.67E+11,8,783
6.67E+11,20,807
6.67E+11,18,766
6.67E+11,15,795
6.67E+11,11,797
6.68E+11,6,777
6.68E+11,15,784
6.68E+11,17,764
6.68E+11,20,762
6.68E+11,10,808
6.68E+11,14,805
6.68E+11,12,812
6.69E+11,18,809
6.69E+11,9,750
6.69E+11,19,807
6.69E+11,13,792
6.69E+11,19,808
6.69E+11,19,808
6.69E+11,20,796
6.70E+11,10,811
6.70E+11,10,802
6.70E+11,19,773
6.70E+11,11,754
6.70E+11,19,760
6.70E+11,19,806
6.70E+11,16,785
6.71E+11,20,791
6.71E+11,10,797
6.71E+11,14,789
6.71E+11,19,757
6.71E+11,19,758
6.71E+11,18,788
6.71E+11,12,790
6.71E+11,18,806
6.71E+11,14,760
6.71E+11,19,796
6.71E+11,17,794
6.72E+11,10,791
6.72E+11,6,781
6.73E+11,20,789
6.73E+11,10,769
6.73E+11,17,767
6.73E+11,20,789
6.73E+11,13,798
6.73E+11,20,790
6.73E+11,16,777
6.73E+11,16,783
6.73E+11,14,801
6.73E+11,19,802
6.73E+11,14,754
6.74E+11,18,792
6.74E+11,12,795
6.74E+11,9,819
6.74E+11,19,757
6.74E+11,3,796
6.75E+11,18,770
6.75E+11,11,809
6.75E+11,16,784
6.75E+11,12,772
6.75E+11,19,809
6.75E+11,16,813
6.76E+11,20,802
6.76E+11,12,784
6.76E+11,18,775
6.76E+11,12,801
6.76E+11,14,787
6.76E+11,3,805
6.76E+11,18,802
6.76E+11,16,795
6.77E+11,20,796
6.77E+11,20,789
6.77E+11,17,764
6.77E+11,19,796
6.77E+11,20,750
6.77E+11,13,803
6.77E+11,13,756
6.77E+11,12,806
6.78E+11,17,760
6.78E+11,15,759
6.78E+11,15,755
6.78E+11,18,806
6.78E+11,18,789
6.78E+11,10,806
6.78E+11,9,750
6.78E+11,17,790
6.78E+11,16,802
6.79E+11,17,796
6.79E+11,17,803
6.79E+11,15,751
6.79E+11,4,759
6.79E+11,10,778
6.79E+11,15,804
6.79E+11,12,798
6.79E+11,18,771
6.79E+11,9,785
6.79E+11,20,768
6.80E+11,15,763
6.80E+11,20,758
6.80E+11,17,785
6.80E+11,7,785
6.80E+11,12,808
6.80E+11,19,794
6.80E+11,9,793
6.80E+11,10,791
6.81E+11,20,762
6.81E+11,19,772
6.81E+11,7,760
6.81E+11,12,756
6.81E+11,17,801
6.81E+11,11,801
6.82E+11,16,791
6.82E+11,14,783
6.82E+11,7,782
6.82E+11,18,788
6.83E+11,15,792
6.83E+11,14,792
6.83E+11,17,781
6.83E+11,14,766
6.83E+11,17,797
6.83E+11,12,797
6.83E+11,9,795
6.83E+11,19,765
6.83E+11,15,780
6.83E+11,15,798
6.84E+11,20,772
6.84E+11,17,764
6.84E+11,20,780
6.84E+11,6,754
6.84E+11,19,792
6.84E+11,19,785
6.85E+11,17,794
6.85E+11,17,782
6.85E+11,15,793
6.85E+11,8,791
6.85E+11,15,788
6.85E+11,8,785
6.86E+11,10,799
6.86E+11,18,763
6.86E+11,20,779
6.86E+11,12,782
6.86E+11,20,759
6.86E+11,17,816
6.86E+11,17,783
6.86E+11,18,794
6.86E+11,15,782
6.86E+11,17,807
6.87E+11,14,768
6.87E+11,17,794
6.87E+11,18,774
6.87E+11,6,767
6.87E+11,11,817
6.87E+11,11,769
6.87E+11,19,772
6.88E+11,20,805
6.88E+11,19,786
6.88E+11,16,771
6.88E+11,13,818
6.88E+11,17,793
6.88E+11,15,793
6.88E+11,18,782
6.88E+11,19,813
6.88E+11,20,788
6.88E+11,9,779
6.89E+11,15,753
6.89E+11,12,816
6.89E+11,13,809
6.89E+11,14,789
6.89E+11,20,798
6.89E+11,7,797
6.90E+11,18,753
6.90E+11,17,764
6.90E+11,12,776
6.90E+11,10,795
6.90E+11,11,792
6.90E+11,17,796
6.90E+11,14,780
6.90E+11,13,816
6.90E+11,17,806
6.91E+11,11,810
6.91E+11,16,753
6.91E+11,15,809
6.91E+11,19,757
6.91E+11,19,767
6.91E+11,20,787
6.91E+11,19,783
6.91E+11,20,769
6.92E+11,14,772
6.92E+11,3,775
6.92E+11,10,750
6.92E+11,20,807
6.92E+11,19,820
6.93E+11,13,764
6.93E+11,8,779
6.93E+11,16,806
6.93E+11,12,767
6.93E+11,10,776
6.93E+11,20,803
6.93E+11,12,793
6.94E+11,18,776
6.94E+11,15,800
6.94E+11,19,750
6.94E+11,20,793
6.94E+11,17,770
6.94E+11,17,806
6.94E+11,9,766
6.94E+11,13,806
6.94E+11,6,785
6.94E+11,13,816
6.95E+11,17,809
6.95E+11,14,772
6.95E+11,20,816
6.95E+11,4,784
6.95E+11,12,793
6.95E+11,9,801
6.95E+11,20,808
6.96E+11,19,774
6.96E+11,9,810
6.96E+11,16,790
6.96E+11,11,817
6.96E+11,14,787
6.96E+11,11,766
6.96E+11,6,793
6.96E+11,9,803
6.96E+11,18,775
6.96E+11,16,798
6.97E+11,16,789
6.97E+11,13,796
6.97E+11,16,750
6.97E+11,20,799
6.97E+11,13,819
6.97E+11,12,800
6.97E+11,14,802
6.98E+11,15,799
6.98E+11,20,793
6.98E+11,16,809
6.98E+11,19,772
6.98E+11,13,777
6.98E+11,16,813
6.98E+11,19,763
6.98E+11,10,784
6.98E+11,10,791
6.99E+11,17,771
6.99E+11,12,787
6.99E+11,11,805
7.00E+11,19,776
7.00E+11,19,801
7.00E+11,20,757
7.00E+11,20,804
7.00E+11,20,807
7.00E+11,11,788
7.00E+11,11,796
7.01E+11,18,788
7.01E+11,14,774
7.01E+11,20,794
7.01E+11,14,780
7.01E+11,20,803
7.01E+11,18,789
7.01E+11,18,800
7.02E+11,17,812
7.02E+11,15,751
7.02E+11,10,801
7.02E+11,7,790
7.02E+11,20,794
7.02E+11,20,804
7.02E+11,20,777
7.02E+11,11,788
7.02E+11,10,815
7.02E+11,19,800
7.02E+11,17,798
7.02E+11,19,785
7.02E+11,15,803
7.03E+11,19,752
7.03E+11,13,777
7.03E+11,14,792
7.03E+11,13,794
7.03E+11,20,806
7.04E+11,20,792
7.04E+11,19,765
7.04E+11,19,786
7.04E+11,16,788
7.04E+11,18,799
7.04E+11,13,756
7.04E+11,14,755
7.04E+11,18,778
7.05E+11,18,757
7.06E+11,19,783
7.06E+11,11,751
7.06E+11,15,767
7.06E+11,13,799
7.06E+11,7,797
7.06E+11,9,805
7.06E+11,20,761
7.06E+11,11,760
7.06E+11,18,758
7.06E+11,5,807
7.06E+11,12,766
7.06E+11,12,757
7.06E+11,19,787
7.06E+11,19,791
7.07E+11,20,791
7.07E+11,17,813
7.07E+11,8,768
7.07E+11,16,813
7.07E+11,14,767
7.07E+11,18,793
7.08E+11,18,773
7.08E+11,19,815
7.08E+11,17,800
7.08E+11,20,754
7.08E+11,12,803
7.09E+11,13,770
7.09E+11,16,775
7.09E+11,20,773
7.09E+11,14,810
7.09E+11,4,802
7.09E+11,14,791
7.09E+11,13,752
7.09E+11,11,791
7.09E+11,14,800
7.09E+11,10,807
7.10E+11,18,786
7.10E+11,4,755
7.10E+11,16,783
7.11E+11,6,817
7.11E+11,12,818
